@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,?
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
?,y,g,f,f,?,c,b,?,e,b,k,k,b,b,p,w,o,l,h,v,p,p
f,f,e,t,n,?,?,?,n,?,?,s,s,g,g,p,w,o,p,k,y,d,e
f,f,?,f,f,?,c,?,p,e,?,k,?,p,n,p,w,o,l,h,v,d,p
f,?,y,f,f,f,?,b,p,e,b,k,k,b,n,p,w,o,l,?,v,g,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,?,o,l,h,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,?,n,b,?,w,o,l,h,v,g,p
x,y,n,?,y,?,c,n,b,t,?,k,s,w,?,p,w,o,e,?,v,d,p
f,?,y,?,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,h,e,b,?,k,n,b,p,w,o,l,h,v,?,p
f,f,y,f,f,f,c,b,g,e,b,?,k,n,n,p,w,o,l,?,v,p,p
f,f,y,?,f,f,c,b,g,e,b,k,?,n,b,p,w,o,l,h,v,?,p
?,?,g,?,f,f,c,b,p,e,b,k,k,b,p,?,?,o,l,h,v,p,?
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,?,w,o,?,h,v,?,p
f,y,g,f,f,f,c,b,h,?,b,k,k,b,n,p,?,o,?,h,v,d,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
x,?,g,f,c,f,c,n,p,e,b,s,s,?,w,p,w,o,p,k,v,d,p
x,y,y,f,f,f,?,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
?,?,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,?,p
x,y,g,?,f,f,c,b,?,e,b,?,k,?,n,p,w,o,l,?,v,g,p
x,y,y,f,?,f,c,?,p,?,b,k,k,p,b,p,w,o,l,h,y,p,p
x,y,y,f,f,?,c,b,h,e,b,k,k,n,b,?,w,o,l,h,y,d,p
f,y,g,t,n,f,c,b,u,t,b,s,?,?,g,p,w,o,p,k,y,d,e
f,f,?,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
f,y,y,f,f,f,c,b,?,e,?,k,k,n,p,p,w,o,l,h,v,g,p
f,y,g,f,f,f,c,b,?,e,b,k,?,n,b,p,w,o,l,h,y,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,p
x,y,g,?,f,?,c,b,p,e,b,k,k,b,p,p,w,?,l,h,y,d,p
?,f,?,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,?
f,y,n,t,?,f,?,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
f,f,y,f,?,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,p,?,b,k,?,p,n,p,w,o,l,h,v,p,p
x,y,y,f,?,f,c,b,p,e,b,k,k,?,p,p,w,o,l,h,y,g,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,p
f,f,g,f,f,f,c,b,h,?,b,k,?,p,b,p,w,o,l,?,y,g,p
x,y,y,?,?,f,c,b,h,e,b,k,k,b,n,p,?,o,l,h,y,g,p
k,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,p
x,?,n,f,s,f,c,n,b,?,?,s,?,p,w,p,w,o,e,w,v,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,?,l,?,y,p,p
?,y,g,?,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,p
f,?,y,?,f,f,c,b,h,e,b,k,?,b,b,p,w,?,l,h,v,g,p
f,y,g,f,f,f,c,b,g,e,?,k,k,p,p,p,?,o,l,h,v,d,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,?,g,p
?,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,p
x,f,y,?,f,f,c,?,g,e,b,k,k,n,b,p,w,o,l,?,y,d,p
x,s,w,t,f,f,c,b,p,t,b,?,f,w,w,p,?,o,p,h,v,u,p
x,y,y,f,?,?,c,b,g,e,b,k,k,p,b,p,w,o,l,h,?,g,p
f,f,y,f,f,f,?,b,g,e,b,k,k,p,?,?,w,o,l,h,y,p,p
x,f,y,f,f,f,c,b,?,e,b,k,k,p,n,p,w,o,l,h,y,g,p
x,?,y,f,?,f,c,?,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p
f,?,y,f,f,f,c,b,?,e,b,k,k,b,n,p,w,o,l,h,v,g,p
x,y,y,?,f,f,c,b,h,e,b,k,k,n,b,?,w,o,l,?,y,g,p
x,y,y,f,f,?,?,b,p,e,b,k,k,b,n,p,w,o,l,h,v,?,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,?,w,o,l,h,y,?,p
f,f,?,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,?,y,p,p
f,f,g,f,f,?,c,b,h,e,b,k,k,b,b,p,w,o,l,?,v,p,p
f,y,n,t,?,f,c,b,p,t,b,s,s,w,p,?,w,o,p,k,?,d,e
x,y,y,?,f,?,c,b,?,e,b,k,k,b,p,p,w,o,l,h,v,d,p
x,y,g,f,f,f,c,b,?,?,b,k,k,n,?,?,w,o,l,h,v,p,p
f,y,g,f,f,f,c,?,h,e,b,k,?,b,p,p,w,o,l,h,v,?,p
f,?,g,?,f,f,c,?,g,e,b,k,k,p,b,p,w,?,l,h,v,g,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p
f,?,g,f,f,?,c,?,g,e,b,k,k,n,b,p,w,?,l,h,v,p,p
x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,?,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,?,e,b,k,k,b,n,p,w,o,l,h,v,d,p
x,f,y,?,f,?,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p
f,f,?,f,f,f,c,b,g,e,b,k,k,p,?,p,w,o,l,?,y,d,p
f,f,c,f,n,f,w,n,w,e,b,s,f,?,n,?,w,o,e,w,v,?,e
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
?,y,g,f,f,f,c,b,?,e,?,k,k,p,n,p,w,o,l,h,y,p,p
f,f,y,f,n,f,c,n,w,e,?,k,y,?,y,p,w,o,e,w,v,d,p
f,f,y,f,f,f,c,b,h,e,b,?,k,p,b,p,w,o,l,h,y,p,p
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,p
f,s,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
x,y,n,f,y,f,c,?,b,?,?,s,k,p,p,p,w,o,e,w,v,p,p
x,s,g,?,c,f,w,n,u,e,b,s,s,w,w,p,?,o,p,k,v,?,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,p
f,y,?,f,f,?,c,b,h,e,b,k,k,?,n,?,w,o,l,h,v,g,p
f,y,g,f,f,?,c,b,g,e,b,k,?,p,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,?,b,p,e,b,?,k,?,b,?,w,o,?,h,v,?,p
x,y,y,f,?,f,c,b,p,e,b,k,k,?,b,p,w,o,?,h,v,g,p
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,?,w,o,l,h,y,d,p
f,y,g,f,f,f,c,?,g,e,b,k,k,p,?,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,?,?,l,h,y,g,?
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p
x,f,y,f,f,f,c,b,?,e,b,k,k,b,?,p,?,o,l,h,v,d,p
f,f,y,?,f,f,c,b,?,e,b,k,k,b,n,p,w,?,?,h,?,p,p
f,f,?,f,f,?,c,?,p,e,b,k,k,?,b,p,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,?,w,o,l,h,y,p,p
f,y,y,f,f,f,c,b,h,e,b,k,?,n,n,p,w,o,l,h,y,d,p
f,f,y,f,f,f,c,b,h,e,b,?,?,n,n,p,w,o,l,h,v,p,p
?,f,y,?,f,?,c,b,h,e,b,?,k,b,p,p,w,o,l,h,v,d,p
x,?,g,f,f,f,c,?,?,e,b,k,k,b,p,?,w,o,l,h,v,g,p
x,y,?,f,f,f,c,b,p,e,b,?,k,b,?,p,?,o,l,h,v,g,?
?,y,g,?,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,?,p
?,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e
?,f,g,f,f,f,c,b,g,?,b,k,k,p,?,?,w,o,l,h,v,?,p
?,f,?,f,f,f,?,b,?,e,b,k,k,p,b,p,w,o,l,h,v,d,?
x,?,n,?,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,?,p
x,y,g,f,f,f,c,b,g,e,b,k,?,b,b,p,w,o,l,h,y,d,p
?,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,?,v,p,p
f,?,g,?,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,?,l,h,y,g,p
x,y,y,?,f,f,c,?,g,e,?,k,k,n,n,p,w,o,l,h,?,?,p
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,?,?
f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,p
x,?,g,f,f,f,?,b,?,e,b,k,k,n,p,p,w,o,l,h,v,p,p
f,f,y,?,f,f,?,?,h,e,b,k,k,b,b,?,w,o,l,h,y,g,p
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,?,h,y,?,p
x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,?,d,e
f,y,b,?,n,f,c,?,e,e,?,s,s,e,e,?,w,t,e,w,c,w,e
f,y,y,f,f,f,?,b,h,?,b,k,k,b,p,?,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,?,e,b,k,k,n,p,p,w,o,l,?,y,p,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,?,p,w,o,?,h,v,g,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,?,o,l,h,y,d,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,?,l,h,v,g,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,?,?,l,h,?,g,p
f,y,g,f,?,f,c,?,p,e,b,k,k,?,n,p,w,o,l,h,v,g,p
x,f,?,f,f,f,c,b,g,e,b,k,k,p,n,p,?,o,l,h,y,g,?
f,f,y,f,f,?,c,b,h,?,b,k,k,p,p,p,w,o,l,h,v,d,p
f,f,g,f,f,f,c,?,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p
f,y,y,f,?,f,c,b,h,e,b,k,k,n,b,p,?,o,l,h,v,?,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,p
f,?,g,f,f,f,c,b,h,e,b,k,k,n,p,?,w,o,l,h,v,g,p
?,s,?,t,f,f,?,b,w,t,b,s,f,?,w,p,?,o,p,h,v,g,p
f,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
x,?,y,f,f,f,c,b,?,?,?,k,k,p,?,p,w,o,l,h,y,p,p
f,?,y,f,f,f,c,?,p,e,b,?,k,b,b,p,w,o,l,h,v,p,p
f,y,g,f,f,f,c,b,g,e,b,?,k,p,p,?,w,o,l,h,v,g,p
?,?,y,f,f,?,c,b,?,e,b,k,k,n,p,p,w,o,l,h,v,d,?
x,f,y,f,f,f,c,b,?,e,b,?,k,p,n,p,w,o,l,h,v,p,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,p
f,f,g,t,?,f,c,b,u,t,b,s,s,g,?,p,w,o,p,n,v,d,e
x,y,u,f,n,?,c,?,u,e,?,s,f,w,w,p,w,o,?,h,v,d,e
x,y,g,f,f,f,c,b,?,e,b,k,k,p,p,p,w,o,l,h,y,d,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,p
x,y,y,f,?,?,c,b,p,e,b,k,?,n,b,p,w,o,l,h,v,d,p
f,y,g,f,?,f,c,b,?,?,b,k,k,n,p,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,?,?,b,k,k,n,p,p,w,o,l,h,y,p,p
x,f,y,?,f,f,c,b,p,e,b,k,k,b,p,p,w,o,?,h,v,?,p
x,y,y,f,f,f,c,b,g,?,b,k,k,b,n,p,w,o,l,h,y,p,p
f,f,y,?,f,?,c,b,h,e,b,k,k,n,?,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,p
f,y,g,f,f,f,c,b,p,e,b,k,k,n,?,p,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,?,e,b,?,k,p,n,p,w,o,l,h,?,p,?
x,?,y,f,f,f,?,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
f,?,e,t,n,f,?,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,?
x,y,y,f,?,f,c,b,h,e,b,k,?,p,p,p,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,?,p,w,?,l,h,v,d,p
x,y,g,f,f,?,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
f,y,g,f,f,f,c,b,?,e,b,k,k,b,p,p,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,p,e,?,k,k,b,n,p,w,o,l,h,y,?,p
f,f,?,f,f,f,c,b,p,?,b,k,k,n,b,p,w,o,l,h,?,?,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,?,v,g,p
f,y,g,f,f,?,c,b,h,e,b,k,k,p,n,p,w,o,l,h,?,d,?
f,f,y,f,f,?,?,?,h,?,b,k,k,p,b,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,?,e,b,?,k,p,p,p,w,o,l,h,y,d,p
x,y,g,?,f,f,c,b,?,e,b,k,k,n,?,p,w,o,l,h,v,p,p
x,y,g,f,f,f,c,b,?,e,b,k,k,b,n,p,w,o,l,?,?,p,p
x,f,w,f,c,f,c,n,g,e,b,s,?,w,w,p,w,?,p,n,v,d,p
?,f,g,f,f,f,c,b,p,e,b,k,k,?,p,p,w,o,l,h,y,d,p
x,f,y,f,f,f,c,b,h,e,b,?,k,p,p,p,w,?,l,?,v,p,p
?,y,g,f,f,f,c,?,p,e,?,k,k,?,p,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p
f,y,?,f,?,f,c,b,h,e,b,?,k,p,n,p,w,o,l,?,?,?,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,?,v,d,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,?,o,l,h,y,p,p
x,y,g,?,f,?,c,b,?,e,b,k,k,b,p,p,w,o,l,h,?,g,p
f,y,y,f,f,f,c,b,p,e,b,?,k,n,b,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,?,h,e,b,k,k,n,p,p,w,o,l,?,y,p,p
x,f,y,f,f,f,c,?,h,e,b,k,k,b,p,p,w,o,l,h,v,d,p
f,f,y,f,f,f,c,b,g,e,?,k,k,n,b,p,w,o,l,?,v,g,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
x,f,y,f,f,?,c,b,p,?,b,?,?,b,b,p,w,?,l,h,v,g,p
f,y,g,f,f,?,c,b,h,?,?,k,k,?,n,p,w,?,l,h,y,d,p
f,?,g,f,f,f,?,b,p,e,b,k,k,p,b,p,?,o,l,h,y,?,p
f,f,?,f,f,f,c,b,g,e,b,?,k,p,?,p,?,?,l,h,v,g,?
f,f,g,f,f,f,c,b,p,e,b,?,k,b,b,p,w,o,l,h,v,d,p
f,f,g,f,f,f,?,b,?,e,b,k,k,p,n,p,w,o,l,h,y,?,p
f,f,y,f,f,f,c,b,g,e,b,k,k,?,?,p,w,o,l,h,v,d,p
x,y,y,?,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,?
?,y,y,f,f,f,?,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
f,f,y,?,f,f,c,b,h,e,b,?,k,n,n,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,?,d,p
x,?,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,?,p
x,y,n,f,?,f,c,n,b,t,?,?,s,p,w,p,w,o,e,w,v,d,p
f,?,b,t,n,f,c,?,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
?,f,y,f,f,f,c,b,h,e,?,?,?,b,p,?,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,?,o,l,h,y,d,p
?,y,g,f,f,f,c,b,?,e,b,k,k,n,b,?,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,p,e,?,k,?,n,p,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,p,?,b,k,?,p,b,p,w,o,l,h,v,p,p
f,y,g,f,f,?,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
f,f,?,f,f,?,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p
x,f,y,f,f,f,?,?,p,e,b,k,k,?,n,p,?,o,l,h,?,p,p
f,?,y,f,f,f,?,?,p,?,b,k,k,?,n,?,w,o,l,h,y,g,p
f,f,y,f,?,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p
f,y,g,f,f,f,?,b,h,e,b,k,?,p,b,p,w,o,l,?,v,p,p
f,?,g,f,f,f,c,?,h,e,?,k,k,n,b,p,?,o,l,h,y,?,p
f,f,g,f,f,f,c,b,g,e,b,?,k,n,b,p,?,o,l,h,y,g,p
f,y,g,f,f,f,c,b,g,?,b,k,k,b,n,p,w,o,l,h,v,d,p
f,f,g,?,f,f,?,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,g,e,b,?,k,p,b,p,?,o,l,h,v,p,p
?,f,g,f,c,f,c,n,u,?,b,s,s,w,w,p,?,o,?,k,s,d,p
f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,?,o,p,h,v,?,p
f,f,e,?,n,f,?,b,w,?,b,s,s,g,w,p,w,o,p,k,v,d,e
x,y,y,f,f,f,c,?,g,e,b,k,k,p,n,p,w,o,l,h,v,?,p
x,y,?,f,f,f,c,?,p,e,?,k,k,p,n,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,?,o,l,h,v,g,p
f,f,g,t,n,f,?,b,u,t,?,s,s,p,w,p,w,o,?,k,v,d,?
x,y,y,f,?,f,c,b,p,e,b,k,k,b,p,?,w,o,l,h,y,d,p
x,y,y,f,?,f,c,b,p,e,b,?,?,p,b,?,?,o,l,h,v,p,p
?,f,?,f,f,f,c,?,p,?,b,k,k,n,?,p,w,o,l,h,y,p,p
?,f,?,f,f,f,c,?,h,e,b,k,k,b,p,?,w,o,l,h,v,p,p
x,f,y,f,f,f,c,b,h,e,b,?,k,b,b,p,?,o,l,h,y,?,p
x,y,g,f,f,f,c,b,?,e,b,k,k,n,p,p,w,o,l,h,v,g,p
f,s,w,t,f,f,c,?,w,t,?,s,f,w,w,p,w,o,p,h,s,u,p
?,y,g,f,?,f,c,b,p,e,b,k,k,?,n,p,w,o,l,?,v,?,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,?,w,o,l,h,v,g,?
f,y,g,f,f,f,c,?,g,e,b,k,k,p,p,p,w,o,l,h,y,?,p
x,y,?,f,f,f,c,b,p,?,b,k,k,p,p,p,w,o,l,?,v,p,?
x,f,y,f,f,f,c,b,p,e,b,k,k,n,?,p,w,o,l,h,v,d,p
f,y,u,f,n,?,?,n,h,?,?,s,f,?,w,p,w,o,f,h,v,d,e
f,f,y,?,f,?,c,b,h,?,b,?,k,b,b,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,?,b,p,w,o,l,h,v,g,p
x,y,y,f,f,f,?,?,h,?,b,?,k,b,p,p,w,o,l,?,y,g,p
f,f,g,f,?,f,c,b,g,e,b,k,k,?,n,p,w,o,l,h,y,g,?
f,y,n,t,n,f,?,b,n,t,b,s,s,p,?,p,w,o,?,?,y,d,e
x,?,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,h,e,b,k,k,?,?,p,w,o,l,h,y,d,p
x,y,g,f,f,f,?,b,h,e,b,k,k,n,b,p,w,o,?,h,y,p,?
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,?,v,d,p
x,y,y,f,f,f,c,b,g,e,b,?,k,b,n,p,w,o,l,h,v,p,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
f,y,g,f,f,f,c,?,g,e,b,k,k,n,p,p,?,o,l,h,v,g,p
x,s,w,t,?,f,c,b,h,t,b,f,f,w,w,?,w,o,p,h,s,u,?
?,y,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,?,w,e
x,?,u,f,n,f,?,n,w,e,?,s,?,w,w,p,w,o,f,?,y,d,e
x,y,y,f,f,f,c,b,p,e,b,?,k,b,n,p,w,o,l,h,v,g,p
x,?,g,f,f,f,c,b,p,e,b,k,k,?,p,p,?,o,l,h,y,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,?,o,l,h,y,p,p
f,f,g,f,f,f,c,?,h,e,?,k,?,p,n,p,w,?,l,h,y,?,p
x,y,?,f,?,f,c,b,g,e,b,?,k,p,b,p,w,o,l,h,y,p,p
f,f,g,f,?,f,c,b,h,e,b,k,k,b,?,?,w,?,l,?,y,g,p
f,f,y,f,f,f,?,b,p,e,b,k,k,p,n,p,w,?,l,h,y,g,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,?,?,h,y,p,p
f,?,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,p
f,s,p,t,n,f,c,b,w,e,?,s,s,w,e,?,w,t,e,w,?,w,e
?,f,g,f,f,?,c,b,h,?,b,k,k,p,?,p,w,o,?,h,y,p,p
?,y,y,f,f,f,c,b,g,e,b,?,k,?,p,p,w,o,l,h,y,p,p
?,y,g,f,f,f,c,b,g,?,b,?,k,n,b,p,?,?,l,h,y,p,p
f,f,y,f,f,f,c,b,?,e,b,k,k,b,n,p,w,o,l,h,v,g,p
x,?,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,?
f,y,g,f,f,f,c,b,g,e,?,k,?,n,b,p,w,o,l,h,y,d,?
f,y,y,f,f,f,c,b,?,e,b,k,k,n,p,p,w,o,l,h,?,p,p
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,p
?,y,g,f,f,?,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
f,f,y,f,f,f,?,b,g,e,b,k,k,n,p,?,w,o,l,h,y,p,p
f,f,g,f,f,?,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,p
x,?,g,?,f,f,c,b,h,e,b,?,k,b,n,p,w,o,l,h,y,?,p
f,f,?,f,?,f,c,b,p,e,b,k,k,p,p,p,w,o,l,?,v,p,p
f,?,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,p
x,?,g,f,f,f,c,b,p,e,b,?,k,n,p,p,w,o,l,h,y,g,p
f,f,g,f,?,f,?,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,p
x,y,g,?,f,f,c,b,h,?,b,k,k,n,p,p,w,o,l,h,y,g,p
f,f,g,f,f,f,c,?,p,e,b,k,k,p,n,p,?,o,l,h,v,d,p
x,?,y,f,f,f,c,b,g,?,b,k,k,b,b,p,w,o,l,h,y,p,p
x,f,y,f,f,?,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p
x,y,g,?,f,f,c,b,h,e,?,k,k,b,?,p,w,o,l,h,v,p,p
f,f,y,f,?,f,c,b,h,e,b,k,k,n,p,p,w,o,l,?,v,p,p
f,y,?,t,n,f,c,b,n,t,?,s,s,w,?,p,w,?,p,n,y,d,e
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,?,h,y,p,p
x,s,g,t,f,f,c,b,h,t,b,f,?,w,w,p,w,?,?,h,?,g,p
f,y,y,f,f,f,c,b,h,e,b,?,?,n,n,p,w,?,l,?,v,p,p
x,y,?,f,?,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,p
x,f,w,f,c,?,c,n,g,e,b,s,s,w,w,p,?,o,p,k,s,d,p
x,f,y,f,f,f,c,b,g,e,b,k,?,n,p,p,w,o,l,h,y,d,p
f,s,?,t,f,f,c,b,h,t,b,f,s,?,w,p,w,o,p,h,s,u,p
?,y,y,f,f,f,c,b,h,e,b,k,k,p,b,?,w,o,l,h,y,g,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p
f,f,y,f,f,?,c,b,g,e,b,k,k,b,b,p,w,?,l,h,y,g,p
?,s,p,t,n,f,c,?,?,e,?,s,?,w,?,p,w,t,p,r,v,?,p
f,s,b,t,f,f,c,?,p,t,?,?,?,w,w,p,w,o,p,h,?,u,p
x,y,g,f,f,f,c,b,g,?,b,k,k,b,b,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,?,o,l,h,y,g,p
