@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
f,?,e,t,n,f,?,b,?,t,b,s,s,w,?,?,?,?,p,?,v,?,e
f,?,g,?,n,f,?,?,u,t,b,s,s,p,w,?,w,?,?,n,v,?,?
f,y,?,t,n,f,c,b,n,?,b,?,s,g,w,?,w,?,?,n,y,d,e
?,f,g,t,n,f,c,?,u,t,b,?,s,?,p,?,w,?,?,?,v,?,e
f,y,?,t,n,f,?,b,u,t,b,s,s,?,p,p,w,?,?,?,?,d,e
f,y,e,t,?,?,?,b,?,t,b,s,?,p,?,p,w,?,p,k,v,d,e
f,y,n,?,?,?,?,?,w,t,b,s,s,g,g,?,w,o,p,n,v,d,e
?,f,e,t,?,f,?,b,?,?,b,s,?,p,p,p,?,o,p,n,y,?,e
f,y,?,?,n,f,c,?,w,?,b,?,?,?,?,p,?,?,p,n,y,d,e
f,f,g,t,?,f,?,b,w,t,b,s,s,w,g,p,w,o,p,k,y,?,e
x,f,?,t,n,f,c,?,p,t,b,s,?,?,w,p,?,o,p,n,y,?,e
f,y,n,t,?,?,?,b,p,t,b,s,s,w,p,p,w,o,p,n,?,d,?
?,?,n,t,?,f,?,b,p,t,b,s,s,g,p,?,w,o,p,n,?,d,?
x,f,e,?,n,f,c,b,n,?,b,s,?,g,?,p,?,?,p,k,y,d,?
f,?,n,t,n,f,c,b,p,?,?,s,s,?,p,p,w,?,p,?,y,d,e
x,?,?,f,f,f,c,b,h,e,b,?,k,?,?,?,w,?,l,h,y,p,?
f,?,e,?,n,f,c,?,p,?,b,s,s,w,p,p,w,o,?,?,y,d,e
x,y,g,?,n,?,c,?,n,t,?,s,s,w,g,?,w,?,p,k,y,d,e
?,?,n,t,n,f,?,?,w,?,b,?,s,p,p,?,w,o,p,n,?,d,e
?,?,n,t,n,f,c,b,w,t,b,s,s,g,?,p,w,o,p,k,y,d,?
f,?,g,?,n,f,?,b,w,t,b,s,s,?,?,p,w,o,p,n,y,d,?
x,f,g,f,?,f,?,b,h,?,b,?,?,p,n,p,?,o,l,h,v,?,?
f,?,e,?,n,f,c,?,?,t,b,?,?,p,?,p,w,o,p,n,v,d,?
f,f,g,f,f,f,?,?,g,?,b,k,k,?,?,p,?,?,l,h,?,?,?
?,y,?,t,n,f,?,b,u,t,b,s,s,p,p,p,w,o,p,n,?,?,?
f,?,g,t,n,f,?,?,n,t,b,?,?,g,g,p,w,?,?,?,?,d,e
?,f,g,t,?,f,?,b,?,t,b,?,s,p,w,p,?,?,?,k,y,?,e
f,?,?,f,?,f,?,?,h,?,b,k,?,p,b,p,w,o,?,h,v,p,p
x,y,n,t,n,f,c,b,n,t,b,s,s,?,?,?,w,o,?,?,?,d,e
f,y,?,t,n,f,?,?,p,?,b,s,s,g,g,p,w,o,p,n,y,d,e
f,f,g,f,?,?,?,?,?,e,b,?,k,b,n,p,w,o,l,h,v,d,?
f,y,n,t,n,?,c,b,w,t,b,s,s,g,?,?,w,?,p,?,?,d,e
x,?,g,f,c,f,w,n,?,e,?,s,s,w,?,?,?,?,p,k,?,d,?
?,y,e,t,n,f,c,b,?,t,b,s,s,p,w,p,?,?,p,n,y,?,e
x,?,w,?,c,f,?,?,g,e,b,?,s,w,w,?,w,o,p,?,?,?,p
?,y,n,?,n,?,c,?,n,?,?,s,s,w,?,?,w,o,p,k,v,d,e
x,s,w,f,c,?,c,n,?,e,?,s,s,w,?,p,?,o,?,n,v,?,p
f,y,e,t,n,f,?,b,p,t,b,s,s,p,p,p,w,o,p,?,y,d,e
f,f,g,t,?,?,c,b,?,?,b,?,s,w,g,?,?,o,p,n,v,d,?
?,f,?,t,n,?,c,b,?,t,b,s,s,p,w,p,w,o,p,?,y,?,e
f,?,e,?,n,?,?,?,?,t,b,s,s,g,w,p,w,o,p,?,?,d,e
x,s,g,f,c,f,c,n,p,e,b,s,?,w,w,p,w,o,p,?,s,?,p
f,?,e,t,n,f,?,b,?,t,?,s,s,p,w,?,?,?,?,k,?,d,e
?,y,?,t,n,?,c,b,n,t,b,?,s,g,g,p,w,o,p,k,v,d,e
x,f,p,f,c,f,w,n,n,e,?,s,s,?,w,p,w,o,p,k,v,d,p
f,f,e,t,n,?,c,b,u,?,?,?,?,?,?,p,w,o,p,?,y,d,e
x,s,p,?,?,f,c,n,?,?,?,s,s,w,w,p,w,?,p,n,v,d,p
?,f,?,t,n,?,c,?,?,t,b,s,s,?,g,p,?,o,p,k,y,?,e
?,?,g,f,f,?,?,b,g,e,?,k,k,b,p,p,w,o,l,?,y,g,p
f,?,g,t,?,f,c,b,?,t,b,?,s,g,?,p,w,?,?,n,y,d,?
x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,?,l,h,?,g,?
f,y,n,t,n,f,?,b,n,?,?,?,s,p,p,p,w,o,p,k,v,d,e
f,y,?,t,n,f,c,b,u,t,b,s,s,?,?,p,w,?,p,?,v,?,e
f,y,?,?,n,f,?,?,u,t,b,s,?,p,p,?,?,o,p,k,?,d,e
x,?,?,f,?,f,w,n,g,e,b,?,s,w,w,p,w,?,p,?,s,d,p
x,y,g,f,f,f,?,?,h,e,b,k,k,n,p,?,?,?,l,?,?,p,p
f,f,?,?,?,f,?,?,p,t,?,s,s,?,p,p,w,o,p,n,v,d,e
f,f,g,?,n,f,?,?,w,t,b,s,s,w,?,?,w,?,?,k,v,?,e
?,y,g,?,?,?,c,b,n,t,b,s,s,w,w,p,w,o,?,?,v,d,e
f,y,e,t,?,f,c,b,p,t,b,?,s,g,w,?,w,o,?,n,?,d,e
f,y,?,?,n,f,?,b,u,t,b,s,?,w,w,p,?,o,?,k,v,d,e
x,?,g,t,n,f,?,b,n,t,b,s,s,?,p,?,w,o,p,n,?,?,e
x,f,g,f,f,?,c,b,g,e,b,k,?,n,p,p,w,o,?,h,?,d,?
x,y,n,?,n,f,c,b,u,t,b,s,s,g,p,p,?,?,?,n,y,d,e
f,y,?,t,n,f,?,b,u,t,b,s,s,w,p,p,?,?,p,?,y,d,?
f,?,?,t,?,f,c,b,n,t,?,s,?,?,w,p,w,o,?,?,?,d,e
x,f,w,?,c,f,c,n,n,e,?,?,s,?,w,?,?,o,p,k,v,?,p
f,?,e,t,n,?,?,b,p,t,b,s,s,g,?,p,?,o,p,?,y,d,e
f,y,g,t,n,f,c,b,p,?,b,?,s,w,w,p,w,?,p,?,y,d,e
x,f,g,f,?,f,?,b,?,?,b,k,?,?,b,p,w,o,l,h,y,g,p
f,y,g,?,n,f,?,b,n,t,b,s,s,p,?,p,w,o,p,?,y,?,?
x,s,w,?,c,f,?,?,n,e,b,s,s,w,w,p,w,o,?,k,v,d,p
?,f,e,t,n,f,?,b,?,t,b,s,s,p,p,p,w,?,?,k,?,?,e
x,s,w,?,c,?,c,n,?,?,b,s,s,w,?,p,?,o,p,?,s,d,?
?,f,g,?,f,?,c,b,g,e,b,k,?,p,p,p,w,?,l,h,v,d,p
x,f,g,f,f,f,c,b,h,?,?,k,k,b,p,?,w,o,?,h,y,d,p
?,?,?,?,n,f,c,?,u,t,b,s,s,g,g,?,?,o,p,n,v,d,?
f,y,?,?,n,f,c,b,p,t,?,s,?,w,?,p,w,o,?,n,v,d,e
?,?,e,t,n,f,c,b,p,t,b,?,s,p,w,p,w,?,p,?,y,d,e
f,y,?,t,n,f,c,?,p,t,?,s,?,w,g,p,w,o,p,k,y,?,?
x,f,?,f,f,f,c,b,?,e,?,k,k,b,?,p,?,o,l,h,?,p,p
f,?,e,t,n,?,?,?,?,t,?,s,?,p,?,p,?,?,p,?,y,?,e
?,?,e,?,?,f,c,?,?,?,b,s,s,g,p,?,w,o,p,k,y,d,e
x,?,?,f,?,?,c,b,?,e,?,?,?,?,n,p,w,o,l,h,v,g,p
f,f,?,t,?,f,?,b,?,t,b,s,?,?,?,p,w,o,?,k,?,d,e
x,f,g,f,c,f,w,?,p,e,?,s,?,w,w,p,w,o,p,?,s,?,p
f,y,?,t,?,f,c,b,?,t,b,s,?,g,w,?,w,?,p,?,y,d,e
f,y,?,?,n,?,c,b,w,t,b,?,s,g,?,p,?,o,?,n,?,d,?
f,y,e,t,n,f,?,b,n,t,b,s,s,p,w,?,?,o,p,n,y,?,e
f,?,g,?,n,?,c,b,?,t,?,s,s,w,?,p,w,o,?,k,?,d,e
x,?,e,?,n,f,?,b,?,t,b,?,s,w,w,?,w,?,?,n,y,d,e
f,y,?,?,n,f,?,b,u,t,?,s,?,p,w,?,w,o,p,?,?,d,e
x,?,?,?,?,f,?,n,p,?,b,s,?,w,w,p,?,o,p,k,?,d,p
f,y,?,?,?,f,c,b,?,?,b,s,s,w,p,?,w,?,?,?,v,d,e
x,f,g,?,f,f,?,b,?,?,b,k,k,b,n,p,w,o,l,h,y,g,p
?,?,e,t,n,f,c,b,?,t,b,?,?,w,p,p,w,o,p,k,v,?,e
f,y,g,t,?,f,c,b,w,t,b,s,?,g,w,p,?,?,p,n,v,d,e
f,?,e,?,n,f,c,?,n,t,?,s,s,p,g,p,w,o,?,?,?,d,e
?,s,w,f,c,f,w,?,u,e,b,s,s,?,?,p,w,o,p,n,v,d,?
?,f,?,f,c,f,?,n,n,e,b,s,s,w,w,p,w,o,?,?,v,?,?
?,y,n,t,n,?,c,b,?,?,b,s,?,w,w,p,w,o,p,n,v,d,e
?,f,e,?,?,?,?,b,w,t,b,?,s,p,?,p,w,o,p,k,v,d,?
f,y,e,t,n,f,?,b,w,t,b,s,s,g,p,p,?,o,p,k,v,d,e
x,y,g,t,?,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,?,?,?
x,?,?,f,f,f,?,?,p,e,?,k,k,n,?,?,w,o,l,?,v,d,?
x,?,w,?,?,f,w,n,n,e,?,s,?,?,w,p,?,o,?,k,v,d,p
f,y,n,?,n,f,c,?,w,?,?,s,s,w,w,p,?,?,p,k,?,?,e
f,f,?,t,n,?,c,b,w,t,b,?,s,g,?,p,w,?,p,k,v,d,e
x,f,?,?,c,?,w,n,u,e,b,s,s,w,w,?,w,o,p,k,?,?,p
x,s,g,f,?,f,w,?,p,e,?,s,s,w,w,p,?,?,p,k,s,d,p
?,y,e,t,?,f,c,b,p,?,b,s,?,?,p,?,?,?,?,k,v,?,?
x,?,g,f,?,?,?,b,h,e,?,?,k,b,?,p,?,o,l,?,?,d,p
x,f,?,f,?,f,c,?,p,?,?,s,s,w,w,p,w,o,?,n,?,d,p
x,?,g,?,f,f,c,b,h,e,b,k,k,n,?,p,w,o,l,h,v,d,p
x,s,?,f,?,f,?,n,n,e,b,?,s,w,w,p,?,o,p,n,v,d,p
x,?,g,?,n,?,c,b,w,t,?,s,s,p,?,p,w,o,p,k,v,?,e
x,f,p,f,c,f,?,n,u,e,b,s,?,?,w,?,w,o,p,?,s,d,p
f,f,?,?,?,f,?,b,?,t,b,s,s,?,p,p,w,o,p,n,v,d,?
x,s,p,f,c,f,c,n,n,?,b,s,?,w,w,?,w,?,p,?,v,d,p
x,?,g,f,c,?,w,?,p,e,?,?,?,w,w,p,w,?,p,k,s,d,p
?,?,e,t,n,f,c,b,p,t,b,?,s,g,g,p,w,?,p,k,y,d,e
?,f,g,f,?,f,?,n,n,e,b,s,s,w,w,p,w,o,p,k,?,d,?
x,s,?,f,c,f,w,?,?,?,?,s,s,w,w,p,?,o,p,k,v,d,p
f,?,g,t,n,f,?,b,u,t,b,s,?,w,?,p,w,o,p,n,y,d,?
?,y,n,t,n,f,c,b,u,?,b,?,s,g,w,p,w,o,p,n,?,?,?
x,f,g,f,c,?,w,n,g,e,?,s,s,w,w,?,?,o,p,n,s,?,p
f,?,e,?,n,f,c,b,p,t,b,?,s,w,?,p,w,o,p,?,v,?,?
?,?,?,f,c,?,c,?,n,e,?,s,?,w,w,?,w,o,?,n,s,d,?
?,y,n,t,?,f,c,b,?,t,?,s,s,g,g,p,?,o,p,?,v,d,e
?,f,?,f,f,?,c,?,h,?,b,k,k,?,b,p,?,?,l,h,v,d,p
?,?,g,f,f,f,?,b,g,e,b,k,?,b,b,?,w,o,l,h,y,g,p
f,?,g,t,?,?,?,?,n,t,b,s,s,?,g,p,?,o,p,k,v,d,e
?,?,g,?,?,f,c,b,?,e,b,k,k,n,b,p,w,o,l,h,v,?,?
?,?,?,t,n,f,c,b,p,t,b,?,?,g,w,?,w,o,p,n,v,d,e
x,f,g,f,?,f,c,b,?,e,b,k,?,n,n,p,w,o,l,?,y,g,p
?,f,?,f,?,f,?,b,?,?,b,k,k,n,?,?,?,?,?,h,y,p,p
?,f,e,?,?,?,c,?,n,t,b,s,s,w,w,p,w,o,?,k,v,?,e
f,f,?,?,n,f,c,b,?,?,?,?,s,?,g,?,w,o,p,?,v,d,e
x,?,w,f,c,f,c,n,?,?,b,?,s,w,w,p,?,o,p,n,?,?,p
f,f,?,?,n,?,c,b,n,?,b,s,s,w,?,?,w,o,p,n,y,d,?
x,f,?,f,f,?,?,?,p,e,b,k,?,b,p,p,w,o,l,h,y,?,?
x,y,y,?,f,f,?,b,h,e,?,?,k,n,b,p,w,o,?,h,v,d,?
f,?,?,f,?,f,?,b,p,?,b,k,k,n,p,p,w,o,?,h,y,p,p
?,?,y,f,f,?,?,b,?,?,b,k,k,p,b,?,w,o,l,?,?,?,?
?,f,w,f,?,f,w,?,?,?,b,s,s,w,w,?,w,o,p,n,v,d,?
x,y,y,f,f,f,c,b,h,?,b,k,k,b,?,?,?,?,l,h,?,d,p
?,y,y,f,?,?,c,?,?,e,b,?,k,b,p,p,?,?,?,?,v,d,?
x,f,y,f,f,f,?,?,h,e,b,k,k,n,n,?,w,o,l,?,v,p,p
?,f,y,f,f,?,c,b,h,e,?,?,k,p,n,p,w,o,l,?,v,d,p
f,f,?,f,f,f,?,?,?,?,b,k,?,n,n,p,w,o,l,?,y,d,p
?,?,g,t,?,f,c,b,n,?,b,s,?,w,g,p,w,?,p,k,?,d,?
?,?,?,?,?,?,c,b,g,e,b,k,k,b,n,p,w,o,l,h,?,g,p
?,f,y,f,f,?,c,b,p,e,?,?,k,n,b,p,w,o,l,h,?,?,?
f,f,y,?,f,f,?,?,g,?,b,k,k,p,b,?,w,o,l,h,?,?,?
x,f,?,t,n,?,c,b,?,t,b,s,s,w,w,?,?,o,p,?,y,?,e
?,?,?,t,n,?,?,b,?,?,b,?,s,w,?,p,?,?,p,n,v,d,?
f,y,e,?,?,f,?,b,n,?,?,s,s,w,?,p,w,o,p,?,v,d,e
x,?,y,f,?,f,c,b,?,e,?,k,k,n,p,?,w,o,?,h,?,g,p
f,y,?,?,f,f,c,?,?,?,b,k,k,b,b,p,w,o,?,?,?,g,?
f,y,g,f,f,f,?,b,h,?,b,?,?,n,b,p,w,o,l,?,?,?,p
f,?,?,?,n,f,c,b,w,t,?,s,s,p,w,p,w,o,p,k,y,d,e
f,y,g,f,f,f,c,?,?,e,b,k,k,n,b,?,w,?,l,?,?,g,p
f,?,e,?,n,?,c,?,n,t,b,s,s,?,w,p,?,o,?,k,?,d,?
f,f,g,?,n,f,c,b,p,?,?,s,s,?,w,p,?,o,p,?,v,d,e
?,f,g,t,n,f,c,b,w,t,?,s,s,g,?,p,w,?,?,?,v,d,?
x,f,g,f,f,f,c,b,p,e,b,?,k,b,?,p,?,?,?,?,y,d,p
x,y,y,f,f,f,?,b,?,?,?,k,k,?,b,p,w,o,l,h,?,?,p
f,f,y,f,f,f,c,b,h,?,b,k,?,?,n,p,?,o,l,h,y,?,p
?,?,e,t,n,f,?,?,p,t,b,s,?,g,?,?,w,?,p,n,v,d,e
x,f,y,f,?,f,c,?,h,e,b,k,k,?,n,?,w,?,l,?,y,d,p
f,y,?,f,f,f,c,?,?,e,?,k,k,p,b,?,w,?,l,h,y,p,?
f,f,y,f,f,f,c,b,g,e,?,k,k,?,p,p,?,o,l,h,?,?,p
f,y,y,f,f,f,c,b,g,e,b,?,?,p,b,?,w,o,l,h,v,d,p
?,y,g,f,f,f,?,?,?,e,b,k,k,n,n,?,?,o,l,h,?,p,p
?,f,y,f,?,?,?,?,?,e,b,?,k,b,b,p,w,?,l,h,v,p,p
x,?,p,f,c,f,c,n,g,e,b,s,?,w,?,p,w,o,?,n,s,d,p
x,y,y,?,f,f,?,b,?,?,b,?,?,n,n,?,?,o,l,?,v,g,?
?,f,e,t,n,f,?,?,?,t,b,?,s,?,g,?,?,o,?,?,v,?,?
f,y,e,?,n,f,?,?,n,t,b,s,s,g,p,p,?,?,p,k,y,d,?
x,f,?,f,c,?,c,n,n,e,b,?,s,w,w,p,?,?,p,n,?,?,p
x,f,y,f,f,f,c,b,h,e,?,k,k,?,?,p,w,?,l,h,v,g,?
f,?,g,f,f,?,c,b,p,e,b,k,?,b,?,?,w,?,?,?,v,?,p
x,y,?,?,n,f,c,b,p,t,b,s,?,?,p,p,w,?,p,?,y,?,e
f,f,e,?,n,?,c,b,?,t,b,?,?,w,g,p,w,o,p,?,y,?,?
f,y,?,?,f,?,c,b,?,e,b,k,k,?,b,?,w,o,?,h,?,?,p
?,y,g,t,n,f,?,b,?,t,b,s,s,?,g,p,?,o,p,?,v,d,e
x,f,y,?,f,?,?,b,?,e,?,k,?,n,p,?,w,?,?,h,?,?,?
f,?,?,f,f,f,?,b,g,?,b,k,k,n,n,?,w,o,l,?,y,g,?
?,f,e,?,n,?,c,b,p,t,?,s,s,g,g,p,w,?,p,?,?,d,e
x,y,y,?,f,f,c,b,?,?,b,k,?,n,n,p,w,o,l,h,v,g,?
f,f,?,f,?,f,c,?,g,?,?,k,k,n,?,p,w,o,l,h,y,g,p
?,?,y,f,f,f,c,b,?,e,b,?,k,p,p,p,w,o,?,h,?,?,p
?,f,g,?,f,?,c,b,?,?,b,?,k,p,?,?,w,?,?,?,y,?,?
?,s,p,f,?,f,w,n,?,?,?,s,?,w,w,p,w,o,p,n,s,?,p
?,?,?,f,?,?,c,n,g,?,?,s,s,w,w,p,w,?,p,?,?,d,?
?,?,g,f,f,?,c,?,g,e,b,k,?,b,?,?,w,o,l,h,v,p,p
?,?,y,f,f,f,?,b,h,e,b,k,k,b,p,p,?,o,?,?,y,p,p
f,f,?,f,f,f,c,b,?,e,?,k,k,p,n,?,w,?,l,h,?,d,p
?,?,g,t,?,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,?,d,e
x,s,g,t,?,f,c,b,w,?,b,?,?,w,w,p,w,o,?,h,?,u,?
x,?,y,f,f,f,?,b,g,e,b,?,k,p,?,?,?,?,?,h,?,?,?
f,f,g,t,n,f,c,b,?,t,b,?,s,p,p,p,?,?,p,k,v,d,e
?,?,?,f,f,f,c,b,g,?,b,k,k,p,b,?,w,?,l,?,y,d,p
?,y,g,f,f,f,?,b,h,e,b,?,?,b,b,p,w,o,l,?,y,p,?
f,f,y,?,f,f,c,b,g,?,?,k,?,b,?,?,w,?,?,?,?,p,p
x,y,g,f,f,f,c,?,h,e,?,k,?,b,n,p,w,o,l,h,y,g,p
f,y,g,?,?,f,?,b,h,?,b,k,?,?,p,p,w,o,l,?,y,g,p
?,y,?,f,?,?,?,b,?,?,?,?,k,n,b,p,?,o,?,?,?,p,?
x,?,y,?,f,f,c,?,?,e,b,?,k,p,?,p,w,?,?,h,y,p,p
x,s,w,f,?,f,c,n,g,e,b,s,?,w,?,p,w,o,p,k,v,d,?
x,y,g,?,?,?,c,b,g,e,b,k,?,b,?,p,w,o,l,?,?,p,p
?,?,g,f,f,f,c,?,p,e,b,k,k,b,?,p,?,o,l,h,?,p,?
?,?,n,?,n,f,?,b,u,t,b,s,s,p,p,p,w,o,p,?,v,?,?
f,?,g,t,n,f,c,?,w,?,b,?,?,?,w,p,?,o,p,k,v,d,e
x,f,y,?,?,f,c,b,g,e,b,k,?,?,b,p,w,o,l,?,y,p,p
x,s,p,?,c,f,c,n,u,e,b,s,?,?,w,p,w,o,p,n,s,d,p
f,f,g,f,f,f,c,b,p,e,b,?,k,?,?,p,?,o,l,h,v,g,p
x,f,?,?,f,?,c,b,?,?,b,?,k,b,?,p,w,?,l,?,?,g,p
x,s,?,f,?,f,c,?,u,e,?,?,s,?,w,?,w,o,?,k,?,d,p
f,f,e,t,n,f,c,b,w,t,b,?,s,?,p,?,w,?,p,n,v,d,e
f,y,g,f,f,?,c,?,p,e,?,?,k,b,?,p,?,?,l,h,v,g,p
x,f,?,?,c,?,w,n,p,e,b,s,?,w,?,?,?,o,p,?,?,d,?
f,s,?,?,?,f,?,b,?,t,b,f,?,w,w,?,?,?,?,h,?,?,p
x,y,y,f,?,f,c,b,?,?,?,k,k,n,n,?,w,o,?,h,v,p,p
x,y,b,?,n,f,c,b,?,e,?,s,s,e,w,p,?,?,?,?,c,w,?
?,f,?,f,f,f,c,?,g,e,b,?,k,n,p,p,?,?,?,?,y,?,?
x,?,g,?,f,f,?,?,p,?,?,k,?,?,?,p,w,?,?,h,?,?,?
?,f,y,f,?,?,?,b,?,e,b,k,k,n,b,?,w,o,?,h,y,g,p
f,f,?,f,?,f,?,b,h,e,b,k,k,p,p,p,w,o,l,?,y,?,p
f,f,g,?,?,f,c,b,u,?,?,s,s,?,?,p,?,o,?,?,y,d,?
x,?,y,f,f,f,c,?,?,e,b,k,k,p,p,?,?,o,l,h,v,d,p
x,?,?,f,f,?,?,b,h,?,b,k,?,p,p,p,w,o,l,?,v,d,p
f,f,g,f,f,f,c,?,p,?,?,k,k,?,n,p,w,o,?,h,y,g,p
x,?,?,f,c,f,w,n,?,e,b,s,s,w,w,p,w,o,p,?,?,d,?
x,f,g,?,?,f,c,n,u,e,b,s,s,?,w,p,w,?,p,n,v,d,?
x,y,g,f,f,?,c,?,?,?,?,k,k,p,?,?,w,o,l,h,v,?,?
x,?,g,t,f,?,?,?,h,t,b,s,s,w,w,?,w,o,p,h,s,g,?
x,?,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,?,?,?,p
f,y,g,t,n,f,c,b,n,t,b,s,?,p,g,?,w,o,p,?,?,d,e
f,f,y,f,f,f,?,b,p,e,b,?,?,b,b,p,w,o,l,h,?,d,?
f,?,e,t,?,f,c,?,p,t,?,s,s,p,p,p,w,o,p,k,v,?,e
?,y,?,?,f,?,c,?,?,e,b,k,k,p,b,p,?,o,l,h,y,?,p
f,?,n,t,n,?,c,b,?,t,?,s,?,g,w,?,w,o,?,?,v,d,e
?,f,e,?,n,f,c,b,w,t,b,s,s,g,p,?,?,o,?,k,y,d,?
x,y,g,f,f,f,c,?,g,e,b,k,k,n,?,p,w,o,l,h,y,p,p
x,y,g,f,f,?,?,b,?,e,b,k,?,b,?,p,w,o,l,?,y,d,p
?,f,e,t,n,?,c,b,?,t,b,?,s,?,g,p,w,o,p,n,v,d,?
f,f,?,?,f,f,?,b,p,e,?,?,?,?,?,p,w,o,l,h,v,?,p
?,?,g,t,?,f,c,b,w,t,?,s,s,p,p,p,w,o,?,?,y,?,e
f,y,?,?,?,f,c,b,w,?,b,?,s,w,?,p,w,o,?,k,?,d,e
f,y,e,?,n,f,c,b,?,t,b,s,s,g,g,p,?,?,p,n,?,d,?
?,f,g,f,f,?,c,?,g,e,b,k,?,n,n,?,w,o,?,h,?,p,p
x,?,e,t,n,f,?,b,u,t,?,s,?,g,p,p,w,o,p,?,v,d,e
f,?,g,f,f,f,c,b,?,e,?,k,?,p,b,p,w,?,l,h,v,?,?
x,y,y,f,f,f,c,b,?,e,b,k,?,?,?,p,w,?,l,h,v,p,p
?,?,y,f,f,?,c,b,?,e,b,k,?,b,?,p,w,o,l,?,?,d,p
x,f,y,f,f,f,c,b,g,e,b,k,?,n,p,p,w,o,l,h,?,p,p
x,?,y,f,f,?,?,b,?,e,?,k,k,n,n,p,w,o,l,h,v,?,?
x,f,g,t,n,f,c,b,?,t,b,?,s,g,g,p,w,?,p,n,v,d,e
x,y,g,t,?,f,c,b,u,?,?,s,?,g,?,?,?,o,p,n,v,d,e
?,y,g,f,f,f,c,b,g,?,?,?,k,b,p,p,w,?,l,h,v,?,p
?,?,y,?,f,f,c,b,h,e,?,?,k,p,p,p,?,?,l,h,y,d,p
x,y,g,?,f,f,c,b,p,e,?,k,k,p,?,p,w,o,l,h,y,p,p
?,y,e,?,?,f,c,n,b,t,?,?,s,w,w,p,w,o,?,w,?,p,?
?,y,g,?,f,?,?,b,h,e,b,k,?,n,?,p,?,?,l,?,y,?,p
x,y,g,f,f,?,c,b,g,e,b,k,?,p,p,p,?,?,?,h,v,g,?
x,?,g,f,c,?,?,n,u,e,b,s,s,?,w,?,w,?,p,n,?,d,p
f,?,g,f,f,f,c,b,p,?,b,?,k,?,b,?,?,o,l,h,v,g,p
f,s,b,?,f,?,c,b,?,?,b,s,f,w,?,p,w,o,p,h,s,g,p
x,y,g,f,f,f,?,b,?,e,b,?,?,n,p,p,w,o,?,h,v,?,p
x,?,?,f,?,?,?,?,p,e,b,?,k,p,?,p,w,?,?,?,y,d,p
?,?,?,?,c,?,?,n,u,e,b,?,s,?,w,p,w,o,?,?,s,d,?
x,y,y,f,f,?,c,b,h,e,b,k,?,?,n,p,?,o,l,?,v,d,p
f,f,e,t,n,f,c,b,?,?,b,?,s,w,p,p,w,?,p,?,v,d,e
?,y,g,f,f,f,c,?,h,e,b,k,k,?,?,?,w,o,?,h,y,g,p
x,f,?,?,?,f,c,?,p,e,b,k,?,?,?,p,?,o,l,?,v,d,?
x,?,y,?,?,?,c,b,p,e,b,k,k,p,?,p,w,?,l,h,?,?,p
?,?,g,f,?,?,?,b,p,e,?,?,k,p,n,p,w,o,l,h,?,g,p
x,f,y,f,f,?,?,?,?,?,b,k,k,?,b,p,w,o,?,h,?,d,p
?,f,g,t,n,f,c,?,u,t,?,?,s,g,?,p,w,?,p,k,v,?,e
?,?,g,?,f,f,c,?,p,e,?,k,k,p,?,p,w,?,?,h,y,d,?
f,?,n,?,n,f,?,b,u,t,b,s,s,w,p,p,?,?,?,?,?,?,e
f,y,g,f,?,?,c,b,h,?,b,k,k,b,p,p,w,o,?,h,v,?,p
f,?,?,?,f,?,c,b,p,e,?,k,k,p,?,p,?,o,l,h,y,p,p
?,f,g,f,f,f,c,b,g,e,?,k,k,b,b,?,w,o,l,?,v,d,?
?,s,?,f,c,f,w,n,u,?,?,s,?,w,w,p,?,o,?,k,v,?,p
x,y,g,f,?,f,?,?,h,e,b,k,?,n,?,p,w,o,l,?,y,d,?
f,y,n,?,?,?,c,b,p,t,b,s,s,?,?,p,w,o,?,k,v,d,e
x,f,w,f,?,f,?,n,u,?,?,s,s,?,?,p,w,o,p,k,s,d,p
x,f,y,?,f,f,c,b,p,?,?,k,k,p,b,p,w,?,l,h,v,d,?
x,?,?,f,?,f,c,?,p,e,b,k,?,b,?,?,w,o,l,h,y,?,p
?,f,?,f,?,f,w,n,u,?,?,s,?,w,w,p,w,o,p,n,v,d,?
