@Relation genericBIFF
@Attribute cap-shape {b,s,c,f,x,k}
@Attribute cap-surface {s,f,g,y}
@Attribute cap-color {p,b,r,c,e,u,w,g,y,n}
@Attribute bruises {t,f}
@Attribute odor {p,a,c,s,f,y,l,m,n}
@Attribute gill-attachment {a,f}
@Attribute gill-spacing {c,w}
@Attribute gill-size {b,n}
@Attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@Attribute stalk-shape {t,e}
@Attribute stalk-root {b,r,c,e}
@Attribute stalk-surface-above-ring {s,f,y,k}
@Attribute stalk-surface-below-ring {s,f,y,k}
@Attribute stalk-color-above-ring {p,b,c,e,w,g,y,n,o}
@Attribute stalk-color-below-ring {p,b,c,e,w,g,y,n,o}
@Attribute veil-type {p}
@Attribute veil-color {w,y,n,o}
@Attribute ring-number {t,n,o}
@Attribute ring-type {p,e,f,l,n}
@Attribute spore-print-color {r,b,u,w,h,y,k,n,o}
@Attribute population {a,s,c,v,y,n}
@Attribute habitat {p,d,u,g,w,l,m}
@Attribute class {p,e}

@DATA
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
x,y,g,f,f,f,c,b,g,?,b,k,k,p,n,p,w,o,l,h,y,g,p
f,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,?,h,y,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p
x,f,y,f,f,f,c,b,p,e,b,k,?,b,b,p,w,o,l,h,v,p,p
f,?,?,?,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,?,g,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,g,?,b,k,k,p,p,p,w,o,l,h,y,g,p
f,s,b,t,f,?,c,?,w,t,b,s,s,w,w,p,w,o,p,h,s,u,p
x,y,g,f,f,f,c,b,p,e,b,?,k,p,b,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
f,f,g,f,f,f,?,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,?,y,d,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,p
x,y,g,f,f,f,c,b,p,e,?,k,k,b,n,p,w,o,l,h,v,g,p
x,s,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,p
f,f,y,f,f,f,c,b,p,e,?,k,k,n,p,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,?,?,o,l,h,y,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,p
b,y,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p
f,s,b,t,f,f,c,?,h,t,b,s,s,w,w,p,w,o,p,h,v,u,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
f,y,g,f,f,?,c,b,g,e,b,k,?,b,b,p,w,o,l,h,?,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,p
f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,?,v,p,p
f,f,g,f,f,f,c,b,g,e,b,k,?,n,n,p,w,o,?,h,y,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,p
x,f,y,f,f,?,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,p
x,s,w,t,f,f,c,b,w,t,b,?,f,w,w,p,w,o,p,h,s,u,p
f,y,g,t,n,f,c,b,n,t,?,s,s,?,p,p,w,o,p,n,v,d,e
x,y,n,?,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
f,y,g,f,f,?,c,b,p,e,b,k,k,p,?,p,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p
f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,?,d,e
x,y,b,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,p
x,y,y,f,?,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,p
x,y,?,f,?,f,c,b,p,e,b,k,?,?,n,p,w,o,l,h,y,g,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,?,p,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,?,p
x,f,g,f,f,f,c,b,p,e,b,?,k,n,n,p,w,o,l,h,y,g,?
f,?,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,?,o,l,h,v,g,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,?,y,g,?
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,p
x,y,g,f,f,f,c,b,?,e,b,?,k,p,b,p,w,o,l,h,y,d,p
?,?,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,?,v,d,p
f,y,g,f,f,f,c,?,p,e,b,k,k,?,n,p,w,o,l,h,y,p,p
x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,e
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,?,g,p
f,f,y,?,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,?,e,b,k,?,p,n,p,?,o,l,?,y,g,p
x,f,?,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,?,g,p
f,f,y,f,?,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,p
f,f,?,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,?,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,h,e,b,?,k,b,n,p,w,o,l,h,v,g,?
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,p
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,?,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,?,o,l,h,v,p,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,?,w,o,l,h,y,g,p
f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,p
f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,e
f,s,b,t,f,f,?,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,?
f,y,g,f,f,?,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
f,f,g,f,f,f,c,b,h,e,b,k,k,?,p,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
f,f,y,f,f,f,c,b,p,e,?,k,k,p,b,p,w,o,l,h,?,p,p
f,y,y,f,f,f,c,b,h,e,b,k,?,n,n,p,w,o,l,h,v,d,p
f,y,n,t,n,f,c,b,?,t,b,s,?,w,g,p,w,o,p,k,v,d,?
f,y,?,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,p
x,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
x,y,?,f,f,f,c,b,p,?,b,k,k,n,p,p,w,o,l,h,y,g,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,?,?,l,h,y,g,p
f,y,g,f,f,?,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p
f,f,e,t,n,f,c,b,?,t,b,s,?,g,g,p,w,o,p,k,y,d,e
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,?,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,?,b,p,w,o,?,h,v,g,p
x,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,?,v,p,p
f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,?,o,l,h,v,p,?
f,?,g,f,f,f,c,b,h,e,b,k,k,b,?,p,?,o,l,h,v,g,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,?
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p
x,s,g,f,c,?,c,n,p,e,?,s,s,w,w,p,w,o,p,k,v,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
?,s,g,t,f,f,?,b,h,t,b,f,f,w,w,p,w,o,?,h,s,u,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,p,e,?,k,k,p,b,p,w,o,l,?,y,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,p
f,y,g,t,?,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,p
f,y,y,f,f,f,c,?,h,e,b,k,k,n,p,p,w,o,l,h,v,g,p
f,y,g,f,f,f,?,b,h,e,b,k,k,?,b,p,w,?,l,h,y,p,p
?,y,y,f,f,f,?,b,h,e,b,k,k,b,b,p,w,?,?,h,y,g,p
x,y,g,f,f,f,c,b,p,e,b,k,k,b,?,p,w,o,l,h,y,d,p
?,f,?,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
f,?,n,t,n,f,c,b,n,t,b,?,s,g,g,p,w,o,p,n,v,d,e
x,?,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,?,h,y,g,p
?,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,?,l,h,?,g,p
x,y,g,f,f,f,c,?,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,?,o,l,h,y,g,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,?,?,l,h,y,g,p
k,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
x,y,y,f,?,f,c,b,?,e,?,k,k,b,b,p,w,o,l,h,?,p,p
x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
f,?,g,f,f,?,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p
x,y,g,f,?,f,c,b,g,e,b,k,k,n,n,?,w,o,l,h,y,p,p
f,y,y,f,f,?,c,b,h,e,b,k,k,b,b,p,w,o,l,?,v,g,p
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,?,h,v,?,p
f,f,g,f,f,?,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,p
f,y,y,f,f,f,c,b,h,e,b,k,k,?,n,p,w,o,l,h,y,?,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,?,w,o,l,h,y,d,p
x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,p
x,?,y,f,f,f,c,b,g,e,b,?,k,?,b,?,?,o,l,h,v,g,p
f,f,y,f,f,f,c,b,g,e,b,k,?,p,p,p,w,o,l,h,y,p,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
x,y,y,?,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p
?,y,y,f,f,?,c,b,h,e,b,k,k,?,n,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,?,h,y,g,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,?,p
f,?,n,t,n,f,?,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e
x,y,y,f,f,f,c,b,h,e,b,?,k,b,p,p,w,o,l,h,v,d,p
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p
f,f,g,f,f,f,c,?,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p
x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,?,o,l,h,v,d,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,?,p
f,f,c,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,?,?,l,e
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,p
?,f,y,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
f,f,y,f,f,f,c,b,h,e,?,k,k,p,b,?,w,o,l,h,y,p,p
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,g,p
f,s,n,?,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e
x,y,n,f,y,f,c,n,b,t,?,?,k,p,p,p,w,o,?,w,v,p,p
x,s,g,f,c,f,w,n,u,e,b,?,s,w,w,p,w,o,p,k,v,d,p
x,f,y,f,f,?,c,b,g,e,b,k,k,?,n,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,p
?,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,?,e,?,k,k,n,b,p,w,?,l,h,v,g,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,?,p,e,b,k,k,b,b,p,?,o,l,h,y,d,p
f,?,g,f,f,f,c,b,?,e,b,k,k,p,p,p,w,o,l,h,y,d,p
f,y,g,?,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,p
f,f,y,f,f,?,?,b,g,e,b,k,k,p,n,p,w,?,l,h,y,g,?
x,f,y,f,f,f,c,b,p,?,b,k,k,b,b,p,w,o,l,h,v,d,p
f,f,y,f,?,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,?,l,h,?,d,p
f,f,y,f,?,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,?,?,v,d,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,?
x,y,g,f,f,?,c,b,p,e,b,k,k,b,b,p,w,?,l,h,v,g,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,?,h,v,d,p
x,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,?
f,f,g,f,f,f,c,b,?,e,b,k,k,p,n,p,w,o,l,h,v,d,p
x,f,y,f,?,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,p
x,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
f,?,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,p
?,y,g,f,f,f,?,b,p,?,b,k,k,p,n,p,w,o,l,h,y,?,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,?,h,v,d,p
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
f,f,g,f,f,f,c,b,?,e,b,k,k,n,n,p,w,o,l,h,y,p,p
x,y,?,f,f,f,c,b,g,e,b,k,?,n,p,p,w,o,l,h,v,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,?,y,g,p
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,p
x,y,u,f,n,f,c,n,h,e,?,s,f,w,w,?,w,o,f,h,v,d,?
f,y,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
f,y,y,f,?,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p
x,y,y,f,f,f,?,b,g,e,b,k,k,n,p,p,w,?,l,h,y,p,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,p
f,f,g,f,?,f,c,b,p,e,b,k,k,p,n,p,?,o,l,h,?,d,p
f,y,g,f,f,f,?,?,h,e,b,k,k,n,n,p,w,o,l,h,v,g,p
f,f,?,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,p,e,?,k,k,n,n,p,w,o,l,h,v,g,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p
f,f,y,f,f,f,c,?,h,e,b,k,k,p,p,p,w,o,l,h,v,d,p
f,f,?,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p
f,y,y,f,?,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,?
f,f,g,f,f,f,c,b,h,?,b,k,k,n,p,p,w,o,l,h,v,g,p
f,s,b,t,f,?,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,p
f,s,?,t,n,f,c,b,g,?,b,s,s,w,w,p,w,?,p,r,v,m,p
x,y,?,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,p
f,f,y,f,?,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,?
f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,?
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,p
f,f,g,t,n,f,c,b,?,t,b,s,s,g,g,p,w,o,p,n,v,d,e
x,y,u,f,n,f,c,n,u,e,?,?,f,w,w,p,w,o,f,h,v,d,e
x,y,g,f,f,f,c,b,?,e,b,k,k,p,p,p,w,o,l,h,y,d,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,?,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,p,e,b,k,k,?,b,p,w,?,l,h,v,d,p
f,y,g,f,f,f,c,b,p,e,b,k,?,n,p,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,h,e,b,?,k,n,p,p,w,o,l,h,y,p,p
x,f,y,?,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
f,f,?,f,f,f,c,b,h,e,b,k,k,n,n,?,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,g,e,b,k,k,?,n,p,w,o,l,h,y,p,p
f,y,g,f,f,f,c,b,p,?,b,k,k,n,?,p,?,o,l,h,y,g,p
f,y,g,f,f,?,c,b,g,e,b,k,k,p,n,?,w,o,?,h,v,p,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
f,f,e,t,n,f,c,b,w,t,b,?,s,w,g,?,w,o,p,n,v,d,?
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,?,d,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,?,w,o,l,h,v,d,p
x,y,g,f,f,f,c,?,g,e,b,k,k,b,n,p,?,o,l,h,y,p,p
f,y,g,f,f,?,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,p,e,b,k,?,b,n,p,w,o,l,h,y,p,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,p
f,y,g,f,f,f,c,?,h,e,b,k,k,p,n,p,w,o,l,h,y,d,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,h,e,b,k,?,p,p,p,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,?,p,w,o,l,h,v,p,p
x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,p
x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,?,w,o,l,h,y,d,p
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,?,p,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,?,?,h,v,g,p
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,p
f,f,?,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,p
x,y,g,f,f,f,?,b,g,e,b,k,k,b,p,p,w,o,l,h,?,g,p
f,y,y,f,f,f,c,b,p,e,b,k,?,n,b,p,w,o,l,h,v,?,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,p
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,?,l,h,v,d,p
f,f,y,f,f,f,c,b,g,e,b,k,?,n,b,p,w,o,l,h,v,g,p
x,?,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,p
f,f,?,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,p
f,y,g,f,f,f,c,b,?,e,b,k,k,n,n,p,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
f,f,y,f,?,f,c,b,g,e,b,k,?,p,n,p,w,o,l,h,v,g,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,?,v,d,p
f,f,g,f,f,f,c,?,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
f,f,y,f,?,f,c,b,g,e,?,k,k,p,n,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,?,o,l,h,y,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,?,p,p,w,?,l,h,v,d,p
f,f,y,f,f,f,c,b,?,e,b,k,k,n,n,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,?,?,g,p
x,y,n,f,y,f,?,?,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
f,y,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,?,h,y,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p
?,?,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
f,f,g,f,?,f,c,b,p,?,b,k,k,p,b,p,w,o,l,h,v,p,p
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,?,o,l,h,v,p,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,?,o,l,h,y,g,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,?,w,o,l,h,?,d,p
f,y,?,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,?,v,p,p
f,y,g,f,f,f,c,b,h,e,?,k,k,n,b,p,w,o,l,h,y,g,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p,p
x,f,g,f,c,?,?,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,p
f,?,?,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e
